id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
925151460525724291,Home in València · 1 bedroom · 2 beds · 2 baths,53054869,Ignacio,QUATRE CARRERES,EN CORTS,39.45684808977899,-0.3687240306884765,Entire home/apt,80,30,1,2023-08-15,0.91,1,192,1,
925151535449879524,Rental unit in València · 4 bedrooms · 5 beds · 3 baths,522491532,Aurora,CAMPANAR,SANT PAU,39.49088,-0.40768,Entire home/apt,183,2,1,2023-08-16,0.94,1,266,1,
927289823387279023,Rental unit in València · ★4.67 · 2 bedrooms · 4 beds · 2 baths,523044849,Angel,ALGIROS,L'AMISTAT,39.473927,-0.3511441,Entire home/apt,140,2,3,2023-08-14,2.00,3,5,3,
927300545781367034,Rental unit in València · 2 bedrooms · 5 beds · 1 bath,474489305,Paco,EXTRAMURS,EL BOTANIC,39.47511391182099,-0.3844197700456077,Entire home/apt,102,1,1,2023-08-12,0.83,15,166,1,
925173211176324792,Rental unit in València · 1 bedroom · 1 bed · Half-bath,61643063,Laura,QUATRE CARRERES,MONT-OLIVET,39.4621909,-0.3615368,Private room,38,4,1,2023-08-20,1,1,1,1,
927300555292542145,Rental unit in València · ★4.0 · 1 bedroom · 2 beds · 1.5 shared baths,474489305,Paco,EXTRAMURS,EL BOTANIC,39.47408027371155,-0.38546327501535416,Private room,50,1,4,2023-08-20,1.94,15,102,4,
927300557552278625,Rental unit in València · ★4.33 · 1 bedroom · 2 beds · 1 shared bath,474489305,Paco,EXTRAMURS,EL BOTANIC,39.47405594615463,-0.3855833038687706,Private room,49,1,6,2023-08-21,3.05,15,5,6,
927319150177724512,Rental unit in Valencia · ★4.50 · 3 bedrooms · 4 beds · 2 baths,523425847,Nazareno,QUATRE CARRERES,MONT-OLIVET,39.4601283,-0.3610703,Entire home/apt,86,3,4,2023-08-25,2.45,1,108,4,
927326009696669195,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 bath,68471240,Yolanda P.,POBLATS MARITIMS,BETERO,39.46887,-0.33519,Entire home/apt,70,6,3,2023-08-30,1.80,1,109,3,
927334277930650509,Home in València · 1 bedroom · 1 bed · 1 bath,508404747,Silvia,CAMINS AL GRAU,PENYA-ROJA,39.46021,-0.34946,Private room,120,1,0,,,1,4,0,
925184378302019781,Rental unit in València · ★5.0 · 2 bedrooms · 5 beds · 2.5 baths,135344367,Francisco,CAMINS AL GRAU,AIORA,39.46477386927766,-0.343085172772351,Entire home/apt,121,2,7,2023-09-08,3.00,1,138,7,
925189590724435158,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · Half-bath,522877542,Maria Teresa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.465057,-0.3327006,Private room,40,1,5,2023-09-03,2.54,1,168,5,
925189695912656553,Home in València · 3 bedrooms · 3 beds · 1 shared bath,515874777,Lorena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4737769,-0.3333491,Private room,180,1,1,2023-07-23,0.54,4,261,1,
927340634011596871,Rental unit in València · 1 bedroom · 1 bed · Half-bath,523415305,Николай,BENICALAP,CIUTAT FALLERA,39.49930110753312,-0.39586256538865633,Private room,799,1,0,,,2,365,0,
927406468482336654,Rental unit in València · 3 bedrooms · 4 beds · 2 baths,453307008,Alice,CAMINS AL GRAU,LA CREU DEL GRAU,39.462038870123344,-0.3424783292374164,Entire home/apt,135,3,0,,,1,266,0,
925214177965121835,Rental unit in València · ★4.50 · 2 bedrooms · 4 beds · 1.5 baths,522889403,Lijuan,CIUTAT VELLA,EL MERCAT,39.472198625849465,-0.37871573223811406,Private room,114,1,4,2023-09-10,2.45,3,164,4,
925286923183862613,Home in València · ★4.86 · 3 bedrooms · 3 beds · 1 bath,19853143,Carlos Y Paula,POBLATS MARITIMS,LA MALVA-ROSA,39.48382,-0.32666,Entire home/apt,111,2,7,2023-09-13,3.13,6,97,7,
927426848134825300,Rental unit in Valencia · 2 bedrooms · 2 beds · 2 baths,91261970,Majo Y Aurelio,L'EIXAMPLE,RUSSAFA,39.4624793,-0.3703651,Entire home/apt,208,3,0,,,4,50,0,
927448618653282168,Rental unit in València · 2 bedrooms · 3 beds · 1 bath,83066665,SingularStays,CAMPANAR,CAMPANAR,39.48419,-0.39486,Entire home/apt,75,1,0,,,166,295,0,
925292068651416073,Rental unit in València · ★4.67 · 1 bedroom · 2 beds · 1 bath,522912430,Maria Carmen,POBLATS DEL SUD,EL PERELLONET,39.2839,-0.27904,Entire home/apt,82,3,3,2023-08-27,2.65,1,177,3,
927448744449663609,Rental unit in València · 2 bedrooms · 3 beds · 2 baths,83066665,SingularStays,POBLATS MARITIMS,EL GRAU,39.46056652459971,-0.33391134235679965,Entire home/apt,105,1,1,2023-09-02,1,166,258,1,
927449197697165828,Rental unit in València · 2 bedrooms · 3 beds · 2 baths,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46442106649314,-0.3737104590385078,Entire home/apt,79,1,1,2023-08-08,0.75,166,276,1,
927449499468356745,Rental unit in València · 1 bedroom · 1 bed · 1 bath,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.45946,-0.37095,Entire home/apt,75,1,0,,,166,97,0,
927451577062571238,Rental unit in València · 1 bedroom · 1 bed · 2 baths,19452082,Salvador,CAMPANAR,LES TENDETES,39.4829161464291,-0.38418076938130874,Private room,39,6,0,,,12,364,0,
927456364308115657,Rental unit in València · ★4.38 · 1 bedroom · 1 bed · 1.5 shared baths,509768575,Cesar,CAMINS AL GRAU,AIORA,39.4632377429104,-0.3375112980457822,Private room,36,1,8,2023-08-30,3.43,1,361,8,
927538466152284704,Rental unit in València · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,493042734,Valentino,LA SAIDIA,TORMOS,39.489760451246966,-0.3838388621807098,Private room,50,1,4,2023-08-12,1.90,1,269,4,
925321000034921190,Rental unit in València · ★3.42 · 1 bedroom · 2 beds · 1 bath,410468472,Leyan,BENIMACLET,BENIMACLET,39.47996,-0.35605,Private room,34,1,12,2023-09-10,4.74,3,58,12,
927544461556716680,Loft in València · 1 bedroom · 1 bed · 1 bath,14037016,Isidro,BENICALAP,BENICALAP,39.49694671448372,-0.3836943581700325,Entire home/apt,166,4,1,2023-08-01,0.64,5,31,1,VT-52369-V
925359833446859329,Rental unit in València · ★4.82 · 1 bedroom · 1 bed · 1 bath,410468472,Leyan,BENIMACLET,BENIMACLET,39.481820781548656,-0.355762942109752,Private room,27,1,11,2023-08-27,4.29,3,44,11,
927550073858218273,Rental unit in València · 2 bedrooms · 2 beds · 1 bath,523510320,Santiago,L'EIXAMPLE,RUSSAFA,39.45963,-0.37239,Entire home/apt,144,1,0,,,1,230,0,
927627638369135170,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 bath,317445528,Ana María,ALGIROS,L'ILLA PERDUDA,39.467553503490365,-0.34012024249390843,Entire home/apt,75,3,3,2023-08-27,1.53,6,133,3,
927640795883560006,Rental unit in València · 1 bedroom · 1 bed · 1 bath,317445528,Ana María,CAMINS AL GRAU,ALBORS,39.47105,-0.35365,Private room,53,3,1,2023-08-01,0.64,6,75,1,
925383294997825225,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 bath,522941881,Tetiana,CAMINS AL GRAU,PENYA-ROJA,39.4555140812482,-0.346051363307196,Private room,50,1,8,2023-08-27,3.38,1,62,8,
927673835238268477,Rental unit in València · ★5.0 · 2 bedrooms · 4 beds · 2 baths,325570133,Pablo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47042162670713,-0.3296687846557522,Entire home/apt,111,3,3,2023-08-27,2.14,11,325,3,
927802466909771264,Rental unit in Valencia · 2 bedrooms · 3 beds · 2 baths,180707680,Aleks,QUATRE CARRERES,MALILLA,39.43937253067421,-0.3829640858453269,Entire home/apt,112,2,2,2023-08-03,1.15,1,0,2,
925714237746429899,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,266733183,Alessandro,JESUS,SANT MARCEL.LI,39.4428158,-0.3905657,Entire home/apt,70,2,6,2023-09-03,3.67,1,234,6,
925771270861447644,Rental unit in València · 2 bedrooms · 3 beds · 1 private bath,76195999,Vicen,ALGIROS,LA CARRASCA,39.47258,-0.33994,Private room,40,3,2,2023-08-20,1.82,1,46,2,
928064550289066687,Rental unit in València · Studio · 1 bed · 1 bath,522492868,Apartamentos Calatrava,CAMPANAR,SANT PAU,39.47640684317923,-0.4039384033775551,Entire home/apt,200,1,0,,,4,361,0,
928070018176134281,Rental unit in València · 1 bedroom · 1 bed · 1 bath,522492868,Apartamentos Calatrava,CAMPANAR,SANT PAU,39.4743388567715,-0.40334557200220167,Entire home/apt,211,1,0,,,4,347,0,
928072717071595817,Rental unit in València · 1 bedroom · 1 bed · 2 baths,522492868,Apartamentos Calatrava,CAMPANAR,SANT PAU,39.474926154924745,-0.4040403088608894,Entire home/apt,226,1,0,,,4,347,0,
928108755663948366,Home in Valencia · ★4.83 · 1 bedroom · 1 bed · 1 private bath,522764938,Jose,QUATRE CARRERES,MALILLA,39.4495302195877,-0.38107283413410187,Private room,32,2,6,2023-08-28,2.69,1,253,6,
925818620365596003,Home in València · 1 bedroom · 1 bed · 1.5 shared baths,321884680,Jhoanna,L'OLIVERETA,NOU MOLES,39.467826,-0.39235,Private room,60,1,0,,,2,364,0,
928111853848107633,Rental unit in València · ★4.57 · 2 bedrooms · 3 beds · 1 bath,523656664,Francisca,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.474489045821365,-0.3333772222770476,Entire home/apt,94,2,14,2023-09-03,6.67,1,77,14,
925833118197723153,Home in València · 1 bedroom · 1 bed · Half-bath,321884680,Jhoanna,L'OLIVERETA,NOU MOLES,39.467826,-0.39235,Private room,50,1,0,,,2,364,0,
925845378271900667,Rental unit in Valencia · 3 bedrooms · 3 beds · 2 baths,104520761,Vicente Y Raquel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463602612201534,-0.33089041248402185,Entire home/apt,227,2,0,,,6,55,0,
925873787641865132,Rental unit in València · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,523044849,Angel,ALGIROS,L'AMISTAT,39.473927,-0.3511441,Private room,64,3,4,2023-08-27,1.88,3,7,4,
925908305111687595,Condo in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,523044849,Angel,ALGIROS,L'AMISTAT,39.47273,-0.35185,Private room,54,2,6,2023-09-10,2.57,3,12,6,
925971026598503650,Rental unit in València · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,126,2,2,2023-08-27,1.54,11,123,2,
925975086528857796,Rental unit in València · ★4.80 · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,126,2,5,2023-08-25,2.38,11,130,5,
928113894438180558,Rental unit in València · ★4.0 · 4 bedrooms · 4 beds · 1 bath,34219420,Pablo Koninckx,QUATRE CARRERES,MONT-OLIVET,39.46021,-0.36216,Entire home/apt,120,4,3,2023-08-27,1.80,3,78,3,
928121988944066261,Rental unit in València · 2 bedrooms · 2 beds · 1 bath,125037312,Claudia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4652113,-0.3309059,Entire home/apt,57,30,0,,,20,202,0,
925977605931334433,Rental unit in València · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,127,2,2,2023-07-16,0.87,11,135,2,
925980630891675647,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,143,2,3,2023-09-01,2.31,11,131,3,
925986441860344708,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,143,2,3,2023-08-29,1.29,11,127,3,
925989621102176711,Rental unit in València · ★4.83 · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,180,1,6,2023-08-25,2.86,11,132,6,
925992043386476790,Rental unit in València · 1 bedroom · 2 beds · 1 bath,3711511,Cañada Properties,JESUS,LA RAIOSA,39.4564957,-0.3828179,Entire home/apt,126,2,2,2023-08-18,1.11,11,133,2,
928189901234889668,Rental unit in València · ★4.57 · 3 bedrooms · 4 beds · 1 bath,214087309,David,QUATRE CARRERES,MONT-OLIVET,39.46014211013438,-0.3604002545157108,Entire home/apt,105,3,7,2023-08-31,3.00,11,124,7,
926005214225717836,Condo in València · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,453433268,Portia,CAMINS AL GRAU,ALBORS,39.47084437515331,-0.35437177866697317,Private room,21,1,30,2023-09-13,12.50,1,39,30,
928192329578979185,Rental unit in València · ★4.0 · 1 bedroom · 1 bed · 1 bath,520603765,Anca,CIUTAT VELLA,EL CARME,39.47913608007752,-0.37608325481414795,Entire home/apt,72,1,7,2023-08-26,3.33,3,74,7,
928222893862825117,Rental unit in València · ★New · 1 bedroom · 2 beds · 1 private bath,282134097,Arantxa,QUATRE CARRERES,EN CORTS,39.459171169249274,-0.3690896407088399,Private room,194,15,0,,,2,363,0,
928227197846748378,Rental unit in València · ★4.75 · 1 bedroom · 2 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463709,-0.3327482,Entire home/apt,80,4,4,2023-08-23,2.00,20,139,4,
928230512496631130,Home in València · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,515874777,Lorena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4738846178002,-0.33369362354278564,Private room,60,1,3,2023-08-06,1.29,4,261,3,
928246372867982470,Rental unit in València · ★4.75 · 1 bedroom · 2 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463709,-0.3327482,Entire home/apt,98,4,8,2023-08-26,3.93,20,133,8,
928276325336442803,Rental unit in Valencia · ★3.67 · 1 bedroom · 1 bed · 1 bath,312536584,Kenny,POBLATS MARITIMS,LA MALVA-ROSA,39.47893434041535,-0.32907335256688697,Entire home/apt,130,7,3,2023-08-22,1.84,2,74,3,
926023506238712660,Rental unit in València · ★5.0 · 3 bedrooms · 5 beds · 2 baths,523086403,Christophe Y Mercedes,RASCANYA,ELS ORRIOLS,39.49237,-0.3733,Entire home/apt,140,2,5,2023-08-28,2.34,1,249,5,
926034188567252308,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,492507247,Alex,CAMINS AL GRAU,AIORA,39.46651361219385,-0.3406624981191324,Private room,40,5,0,,,6,1,0,
926036391287467257,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,492507247,Alex,CAMINS AL GRAU,AIORA,39.46442,-0.34056,Private room,41,5,0,,,6,1,0,
928289134078700012,Rental unit in València · ★5.0 · 2 bedrooms · 3 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463709,-0.3327482,Entire home/apt,100,4,5,2023-08-27,2.46,20,137,5,
928349726393661521,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463709,-0.3327482,Entire home/apt,72,4,6,2023-08-30,3.05,20,143,6,
926072797456031099,Rental unit in València · 1 bedroom · 2 beds · 1.5 baths,19247951,Deborah,L'OLIVERETA,NOU MOLES,39.47081291250781,-0.39863937613873784,Entire home/apt,76,1,0,,,1,0,0,
928596461448685413,Rental unit in València · 4 bedrooms · 5 beds · 1 bath,5946580,Nahuel,ALGIROS,L'AMISTAT,39.47174567210291,-0.3521088795664743,Entire home/apt,120,4,2,2023-08-24,1.82,31,204,2,
928628934154443230,Home in València · ★4.67 · 2 bedrooms · 3 beds · 1 bath,25878314,Francisco,CAMINS AL GRAU,ALBORS,39.46895,-0.35023,Private room,100,2,3,2023-09-10,1.73,3,263,3,
926145507940127729,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,395929245,Silvia,CAMINS AL GRAU,AIORA,39.46812,-0.34772,Private room,35,1,4,2023-09-08,1.76,3,250,4,
928640372725645159,Rental unit in València · ★4.90 · 1 bedroom · 1 bed · Half-bath,502476336,Celina,QUATRE CARRERES,NA ROVELLA,39.45533698782083,-0.36565717309713364,Private room,35,1,10,2023-09-12,4.23,1,354,10,
926151190446149750,Rental unit in València · 3 bedrooms · 3 beds · 1 bath,477505643,Kreft,LA SAIDIA,TORMOS,39.4908982,-0.3784954,Entire home/apt,142,1,1,2023-08-12,0.83,11,242,1,
926189823455723748,Rental unit in València · 1 bedroom · 1 bed · 2 baths,114864057,Nathalia,ALGIROS,L'ILLA PERDUDA,39.4669,-0.33824,Private room,30,15,2,2023-09-01,1.18,10,274,2,
928693559046143039,Rental unit in Valencia · 1 bedroom · 1 bed · 1.5 shared baths,414703591,José Santiago,QUATRE CARRERES,EN CORTS,39.45564,-0.37283,Private room,27,1,0,,,1,95,0,
926238098298427388,Home in València · 1 bedroom · 1 bed · 1 shared bath,515874777,Lorena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47393611987254,-0.3336057811975479,Private room,56,1,2,2023-08-06,1.20,4,268,2,
928724082669553453,Rental unit in València · ★4.0 · 1 bedroom · 1 bed · 1 bath,523670704,Raquel,CIUTAT VELLA,EL MERCAT,39.47303,-0.37759,Entire home/apt,113,1,6,2023-09-10,2.73,1,329,6,VT-36904-V
926479638225873990,Rental unit in Valencia · ★New · 2 bedrooms · 4 beds · 1 bath,64391675,Erica,POBLATS MARITIMS,LA MALVA-ROSA,39.4794445,-0.3280599,Entire home/apt,95,2,2,2023-08-27,1.87,1,32,2,
928727701915762190,Rental unit in València · ★4.0 · 1 bedroom · 1 bed · 1 bath,523817281,Raquel,CIUTAT VELLA,LA SEU,39.476062338325555,-0.3777891944085756,Entire home/apt,110,1,7,2023-09-09,3.75,1,338,7,AT-41480-V
928742693234544351,Home in València · 1 bedroom · 1 bed · 1 bath,25291903,Elena,CAMINS AL GRAU,AIORA,39.4671216,-0.3478437,Private room,35,3,0,,,1,73,0,
928759495117759590,Rental unit in València · 1 bedroom · 2 beds · 2.5 baths,523834390,Romain,CIUTAT VELLA,EL CARME,39.47839,-0.37847,Entire home/apt,95,10,0,,,1,215,0,
928775112754730357,Home in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,146503266,Alice,EXTRAMURS,ARRANCAPINS,39.46232,-0.37907,Entire home/apt,88,3,4,2023-09-05,1.74,1,38,4,
926492617830917596,Rental unit in València · 3 bedrooms · 3 beds · 1 bath,465507913,Olga,CAMINS AL GRAU,AIORA,39.466653241379234,-0.34288945113293856,Entire home/apt,115,7,0,,,1,64,0,
926576826685094641,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,485472180,Ana Silvia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47536,-0.32968,Private room,35,2,5,2023-09-11,2.11,1,350,5,
926592486535677247,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 bath,410468472,Leyan,BENIMACLET,BENIMACLET,39.47987,-0.35527,Private room,43,1,3,2023-09-03,1.45,3,76,3,
928806141470964018,Rental unit in València · ★4.83 · 4 bedrooms · 5 beds · 1.5 baths,272722370,Kyung Mi,ALGIROS,L'ILLA PERDUDA,39.4709414,-0.3420455,Entire home/apt,143,300,6,2023-09-03,2.86,1,0,6,
928811132967498325,Rental unit in València · ★4.25 · 1 bedroom · 1 bed · 2 baths,247853287,Gaston,CAMINS AL GRAU,AIORA,39.46669748454957,-0.34731388092041016,Private room,35,1,4,2023-09-08,1.74,2,326,4,
928824399071753332,Rental unit in Valencia · ★4.50 · 1 bedroom · 1 bed · 1 bath,134222176,Mila,CIUTAT VELLA,EL MERCAT,39.4732152,-0.3768423,Entire home/apt,84,3,4,2023-09-02,2.31,4,193,4,
926604699978303274,Rental unit in València · 3 bedrooms · 3 beds · 2 baths,523218691,Anna,CAMINS AL GRAU,PENYA-ROJA,39.458602323594604,-0.3508097323466828,Entire home/apt,157,14,1,2023-08-31,1,1,0,1,
926703122533885355,Rental unit in València · ★4.38 · 3 bedrooms · 3 beds · 3 baths,523213256,Gustavo,POBLATS MARITIMS,LA MALVA-ROSA,39.47633939392911,-0.32945193162484615,Entire home/apt,120,1,8,2023-09-04,3.81,1,252,8,
928900220325259485,Rental unit in València · ★4.22 · 3 bedrooms · 4 beds · 1 bath,409896171,Paco,ALGIROS,L'AMISTAT,39.4730695181814,-0.35038734255336657,Entire home/apt,106,1,9,2023-08-31,4.29,1,0,9,
926743991507279334,Rental unit in València · ★4.62 · 1 bedroom · 2 beds · Half-bath,523058558,Maria,CIUTAT VELLA,SANT FRANCESC,39.4705,-0.37831,Private room,50,1,13,2023-09-14,5.49,2,239,13,
926758878377336764,Rental unit in València · ★4.75 · 1 bedroom · 1 bed · 1 bath,395445532,Eimear,EXTRAMURS,ARRANCAPINS,39.46452055646454,-0.384257964887365,Private room,30,1,4,2023-09-10,2.86,1,0,4,
926782183407288566,Rental unit in Valencia · ★4.31 · 1 bedroom · 2 beds · 1 bath,149615756,Sheila,POBLATS DEL SUD,LA TORRE,39.4355165,-0.3934278,Entire home/apt,62,1,13,2023-09-10,5.91,2,18,13,
928933613515971932,Rental unit in València · ★4.63 · 2 bedrooms · 2 beds · 1 bath,12044109,Invalencia Flats,L'EIXAMPLE,RUSSAFA,39.460203666596655,-0.37146935026244776,Entire home/apt,155,3,8,2023-09-06,3.58,28,300,8,
928944020524663407,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463709,-0.3327482,Entire home/apt,83,4,6,2023-08-20,2.86,20,131,6,
928957185066490189,Rental unit in València · ★4.75 · 1 bedroom · 2 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46474278690893,-0.33181888826894773,Entire home/apt,71,4,4,2023-08-20,1.90,20,139,4,
928970580419424772,Rental unit in València · 1 bedroom · 1 bed · 2 baths,523904713,Efrosina,RASCANYA,ELS ORRIOLS,39.4946339,-0.3704411,Private room,50,1,0,,,1,365,0,
926816701179165799,casa particular in València · 1 bedroom · 1 bed · 1 bath,157039632,Pilar,EXTRAMURS,ARRANCAPINS,39.46607,-0.38264,Private room,128,2,0,,,1,364,0,
926821999318655081,Rental unit in València · ★5.0 · 2 bedrooms · 3 beds · 1 bath,523294694,Raul,EXTRAMURS,LA ROQUETA,39.464372696387066,-0.3785420382338857,Private room,75,1,5,2023-08-06,2.31,2,231,5,
926823708757108162,Home in València · ★4.86 · 2 bedrooms · 1 bed · 2 shared baths,475347776,Sandra,PATRAIX,PATRAIX,39.46750852292881,-0.3929284784184654,Private room,80,1,7,2023-08-27,3.33,1,267,7,
928992060658404405,Rental unit in València · ★4.60 · 4 bedrooms · 4 beds · 4 baths,104520761,Vicente Y Raquel,BENIMACLET,BENIMACLET,39.48016,-0.35471,Entire home/apt,166,2,5,2023-09-08,3.26,6,0,5,
928996823243605088,Home in València · 1 bedroom · 1 bed · 1 bath,57850714,Angela,L'EIXAMPLE,RUSSAFA,39.46372475401036,-0.3701988235116005,Entire home/apt,195,2,2,2023-08-27,1.50,1,0,2,
929030908906052324,Rental unit in València · ★4.67 · 1 bedroom · 2 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46468,-0.33362,Entire home/apt,94,4,6,2023-08-29,3.10,20,142,6,
929035089313346569,Rental unit in València · 1 bedroom · 2 beds · 1 bath,44450805,Sergio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46452,-0.33161,Entire home/apt,90,4,2,2023-08-31,1.22,20,150,2,
929049467433208930,Rental unit in València · ★4.89 · 2 bedrooms · 3 beds · 2 baths,523931830,Esperanza,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45425,-0.35852,Entire home/apt,80,1,28,2023-09-15,12.00,1,94,28,
929060818985526642,Rental unit in València · 1 bedroom · 1 bed · 1 bath,507843976,Maximo,CIUTAT VELLA,EL PILAR,39.47289,-0.38323,Private room,55,6,0,,,10,269,0,
929440592271654422,Rental unit in València · 1 bedroom · 1 bed · 1 bath,514226051,Dasha,EXTRAMURS,LA PETXINA,39.47169294037339,-0.3912285043863184,Entire home/apt,85,28,0,,,7,59,0,
926838522628492138,Rental unit in València · ★4.0 · 1 bedroom · 1 bed · 1 bath,49240101,Paco,LA SAIDIA,TORMOS,39.48818,-0.37973,Entire home/apt,70,2,6,2023-09-09,2.81,1,47,6,
926850540588785322,Rental unit in València · ★4.25 · 1 bedroom · 1 bed · 1 bath,72009114,Ciutat Vella,CIUTAT VELLA,EL MERCAT,39.47208,-0.3772,Entire home/apt,100,1,4,2023-08-30,3.08,11,315,4,
929475797770552760,Rental unit in València · 1 bedroom · 1 bed · 1 bath,514226051,Dasha,EXTRAMURS,LA PETXINA,39.4719796,-0.3903278,Entire home/apt,85,28,0,,,7,59,0,
930091417336192323,Rental unit in València · 3 bedrooms · 3 beds · 1 bath,518331880,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46716,-0.32933,Entire home/apt,75,1,1,2023-08-31,1,2,351,1,
930105605960931984,Rental unit in València · 1 bedroom · 1 bed · 1 bath,514226051,Dasha,CIUTAT VELLA,EL CARME,39.4783877,-0.3800345,Entire home/apt,85,28,0,,,7,16,0,
929519088469690064,casa particular in València · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,23659205,Raquel,LA SAIDIA,TORMOS,39.48822207575071,-0.3776032242589323,Private room,26,1,10,2023-09-12,4.76,1,221,10,
930146055775655079,Home in València · ★4.25 · 1 bedroom · 2 beds · Half-bath,255848671,Selena Teresa,EXTRAMURS,ARRANCAPINS,39.463132790236195,-0.3821011260151863,Private room,35,1,12,2023-08-30,5.29,1,75,12,
929542288539557921,Rental unit in València · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,523966827,Adel,CAMINS AL GRAU,CAMI FONDO,39.466148183672594,-0.35583600234190144,Private room,33,5,6,2023-08-25,2.73,3,12,6,
930146793572141141,Rental unit in València · 1 bedroom · 1 bed · 1 bath,514226051,Dasha,CIUTAT VELLA,EL CARME,39.4783877,-0.3800345,Entire home/apt,85,28,0,,,7,48,0,
930147533263562695,Rental unit in València · 1 bedroom · 1 bed · 1 bath,514226051,Dasha,CIUTAT VELLA,EL CARME,39.4783877,-0.3800345,Entire home/apt,85,28,0,,,7,20,0,
929558196507491565,Rental unit in València · ★4.70 · 1 bedroom · 1 bed · 1.5 baths,523966827,Adel,CAMINS AL GRAU,CAMI FONDO,39.46686407158967,-0.3565044532705059,Private room,34,5,10,2023-09-01,4.29,3,10,10,
929563864881744973,Rental unit in València · 1 bedroom · 1 bed · 1 bath,114174182,Laura,CAMINS AL GRAU,PENYA-ROJA,39.4607762316416,-0.3519094464635924,Private room,60,1,2,2023-08-23,1.13,2,361,2,
929566082249089454,Rental unit in València · ★4.67 · 3 bedrooms · 3 beds · 2 baths,12044109,Invalencia Flats,CIUTAT VELLA,LA SEU,39.4761776,-0.3773415,Entire home/apt,148,3,3,2023-08-28,1.91,28,0,3,
929592310002288494,Rental unit in València · 2 bedrooms · 2 beds · 2 baths,391856951,Vlc.Lovelyplaces,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.453812052846324,-0.35811044879496745,Entire home/apt,90,10,1,2023-08-15,0.91,7,146,1,
