Transaccion_#;Fecha_Hora;ID_Producto;Tipo_Venta;Cantidad;ID_Ciudad;ID_Categoria;ID_Subcategoria
625991;15/08/2024 6:07;CAMB-73801;Online;1;TOK;CAM;CAMB
625992;15/08/2024 17:29;GFTA-92146;Online;1;TOK;GFT;GFTA
625993;15/08/2024 19:20;TVSC-14729;Online;3;TOK;TVS;TVSC
625994;16/08/2024 2:52;CAMB-44180;Online;3;TOK;CAM;CAMB
625995;16/08/2024 3:43;PMUE-92898;Online;1;YOK;PMU;PMUE
625996;16/08/2024 7:59;ELEA-95730;Online;1;OSA;ELE;ELEA
625997;16/08/2024 15:09;TVSF-54905;Online;2;KYO;TVS;TVSF
625998;16/08/2024 20:21;SALB-97310;Online;1;SAP;SAL;SALB
625999;17/08/2024 3:43;SVSB-99945;Tienda;1;NAO;SVS;SVSB
626000;17/08/2024 15:33;PCTA-28013;Online;1;OSA;PCT;PCTA
626001;17/08/2024 16:54;PMUC-95197;Online;1;OSA;PMU;PMUC
626002;17/08/2024 20:45;ELEE-74121;Online;3;OSA;ELE;ELEE
626003;18/08/2024 6:29;PCTG-86864;Online;1;TOK;PCT;PCTG
626004;18/08/2024 8:50;AUDD-19098;Online;1;TOK;AUD;AUDD
626005;18/08/2024 14:11;SALC-66746;Online;1;NAO;SAL;SALC
626006;18/08/2024 14:20;TCLC-53203;Online;2;KAW;TCL;TCLC
626007;18/08/2024 20:38;CAMF-49001;Online;3;TOK;CAM;CAMF
626008;19/08/2024 7:36;CAMB-76266;Online;1;OSA;CAM;CAMB
626009;19/08/2024 16:29;HINB-59918;Tienda;1;OSA;HIN;HINB
626010;19/08/2024 23:24;VALB-17575;Tienda;1;TOK;VAL;VALB
626011;19/08/2024 23:33;AUDA-95895;Online;1;YOK;AUD;AUDA
626012;20/08/2024 1:38;AUDA-45895;Online;2;TOK;AUD;AUDA
626013;20/08/2024 11:45;CAMB-91772;Online;2;OSA;CAM;CAMB
626014;20/08/2024 14:17;PMUB-64632;Online;1;NAO;PMU;PMUB
626015;21/08/2024 0:50;EAGC-60739;Tienda;1;OSA;EAG;EAGC
626016;21/08/2024 4:30;ELEF-46323;Online;2;OSA;ELE;ELEF
626017;21/08/2024 10:02;TVSC-95263;Online;3;TOK;TVS;TVSC
626018;21/08/2024 12:50;GFTA-84928;Online;3;TOK;GFT;GFTA
626019;21/08/2024 17:51;CAME-33056;Online;1;CHI;CAM;CAME
626020;22/08/2024 0:05;CAMB-44180;Online;3;TOK;CAM;CAMB
626021;22/08/2024 0:38;TVSC-14729;Online;1;TOK;TVS;TVSC
626022;22/08/2024 3:06;JUGA-80769;Online;1;TOK;JUG;JUGA
626023;22/08/2024 12:37;ELEG-27936;Online;3;YOK;ELE;ELEG
626024;22/08/2024 17:35;EAGC-95207;Online;1;NAO;EAG;EAGC
626025;22/08/2024 20:58;HIND-23105;Online;1;NAO;HIN;HIND
626026;23/08/2024 7:34;PMUE-67482;Online;3;NAO;PMU;PMUE
626027;23/08/2024 15:10;TREA-22580;Online;1;TOK;TRE;TREA
626028;24/08/2024 2:00;PMUD-11547;Tienda;1;TOK;PMU;PMUD
626029;24/08/2024 2:44;VALB-23835;Online;1;NAO;VAL;VALB
626030;24/08/2024 10:53;VALA-43378;Online;3;KYO;VAL;VALA
626031;24/08/2024 13:54;AUDF-93663;Tienda;2;TOK;AUD;AUDF
626032;24/08/2024 23:47;DEPC-46624;Online;1;OSA;DEP;DEPC
626033;25/08/2024 3:48;DEPC-21455;Online;1;YOK;DEP;DEPC
626034;25/08/2024 8:42;VALA-66912;Online;1;TOK;VAL;VALA
626035;25/08/2024 14:48;DEPA-67315;Online;1;TOK;DEP;DEPA
626036;25/08/2024 22:43;PMUB-53988;Online;1;NAO;PMU;PMUB
626037;26/08/2024 8:17;CAMB-91772;Online;1;OSA;CAM;CAMB
626038;26/08/2024 15:06;CAMG-36891;Online;3;TOK;CAM;CAMG
626039;26/08/2024 20:51;CAME-79427;Online;1;TOK;CAM;CAME
626040;27/08/2024 4:13;EAGA-54137;Online;1;OKA;EAG;EAGA
626041;27/08/2024 6:08;JUGB-51642;Online;1;NAO;JUG;JUGB
626042;27/08/2024 9:00;SALA-13420;Online;1;NAO;SAL;SALA
626043;27/08/2024 13:05;PCTF-40305;Online;1;FUK;PCT;PCTF
626044;27/08/2024 20:00;PMUC-76592;Online;1;NAO;PMU;PMUC
626045;28/08/2024 2:25;ELEG-27936;Online;1;KYO;ELE;ELEG
626046;28/08/2024 12:28;TREC-68039;Online;1;TOK;TRE;TREC
626047;28/08/2024 18:48;EAGC-58193;Online;1;TOK;EAG;EAGC
626048;28/08/2024 19:36;VALA-86017;Tienda;1;OSA;VAL;VALA
626049;29/08/2024 6:19;TREB-65857;Online;1;YOK;TRE;TREB
626050;29/08/2024 16:23;HINC-50077;Online;1;NAO;HIN;HINC
626051;30/08/2024 0:33;TCLC-53203;Online;2;OSA;TCL;TCLC
626052;30/08/2024 3:47;PMUC-85322;Online;1;TOK;PMU;PMUC
626053;30/08/2024 13:01;DEPC-34897;Online;1;NAO;DEP;DEPC
626054;30/08/2024 22:58;GFTB-12530;Tienda;1;YOK;GFT;GFTB
626055;30/08/2024 23:31;TREA-18786;Online;1;KAW;TRE;TREA
626056;31/08/2024 6:35;TVSJ-52725;Online;1;TOK;TVS;TVSJ
626057;31/08/2024 17:37;HINC-50077;Online;1;TOK;HIN;HINC
626058;31/08/2024 20:55;ELEA-52077;Tienda;3;YOK;ELE;ELEA
626059;01/09/2024 2:43;CAMG-19965;Online;1;OSA;CAM;CAMG
626060;01/09/2024 4:15;CAMB-92521;Online;3;TOK;CAM;CAMB
626061;01/09/2024 14:15;EAGA-50329;Online;2;OSA;EAG;EAGA
626062;01/09/2024 21:42;SALB-55826;Online;1;YOK;SAL;SALB
626063;01/09/2024 23:37;TVSG-72043;Online;1;CHI;TVS;TVSG
626064;02/09/2024 4:13;AUDE-80545;Online;1;YOK;AUD;AUDE
626065;02/09/2024 15:19;EAGB-93225;Online;1;TOK;EAG;EAGB
626066;02/09/2024 23:02;CAMC-67490;Online;1;OSA;CAM;CAMC
626067;03/09/2024 0:30;CAMB-51587;Online;1;TOK;CAM;CAMB
626068;03/09/2024 3:47;PCTG-83764;Online;1;TOK;PCT;PCTG
626069;03/09/2024 9:08;AUDC-26674;Online;1;TOK;AUD;AUDC
626070;03/09/2024 12:46;TVSA-86884;Online;1;HIR;TVS;TVSA
626071;03/09/2024 18:56;TREC-66159;Online;1;TOK;TRE;TREC
626072;04/09/2024 4:04;EAGB-35294;Online;1;NAO;EAG;EAGB
626073;04/09/2024 8:38;JUGB-71287;Online;1;KYO;JUG;JUGB
626074;04/09/2024 16:34;EAGC-76430;Tienda;1;YOK;EAG;EAGC
626075;05/09/2024 0:13;ELED-72973;Online;3;CHI;ELE;ELED
626076;05/09/2024 11:13;TVSG-83930;Online;1;NAO;TVS;TVSG
626077;05/09/2024 21:26;TVSG-42564;Online;1;TOK;TVS;TVSG
626078;05/09/2024 23:09;AUDC-86094;Online;1;TOK;AUD;AUDC
626079;06/09/2024 10:15;GFTB-59305;Tienda;1;OSA;GFT;GFTB
626080;06/09/2024 21:51;VALD-70662;Online;1;TOK;VAL;VALD
626081;07/09/2024 9:09;PMUA-91660;Online;1;TOK;PMU;PMUA
626082;07/09/2024 20:08;TREA-12574;Online;3;TOK;TRE;TREA
626083;07/09/2024 21:34;CAME-19012;Online;1;OSA;CAM;CAME
626084;08/09/2024 3:09;SALC-16651;Online;1;TOK;SAL;SALC
626085;08/09/2024 8:07;TVSE-38644;Online;1;TOK;TVS;TVSE
626086;08/09/2024 19:22;CAMB-10246;Online;1;TOK;CAM;CAMB
626087;08/09/2024 23:13;PMUB-93875;Online;3;TOK;PMU;PMUB
626088;09/09/2024 9:29;ELEA-95730;Online;1;TOK;ELE;ELEA
626089;09/09/2024 19:35;TCLB-22760;Online;1;TOK;TCL;TCLB
626090;10/09/2024 7:25;TVSA-71943;Tienda;1;TOK;TVS;TVSA
626091;10/09/2024 11:13;TVSF-66259;Online;1;TOK;TVS;TVSF
626092;10/09/2024 14:47;GFTA-55595;Online;1;TOK;GFT;GFTA
626093;10/09/2024 17:54;HINC-99639;Online;3;KYO;HIN;HINC
626094;10/09/2024 21:50;EAGA-42140;Tienda;2;TOK;EAG;EAGA
626095;11/09/2024 3:06;VALA-86017;Online;1;NAO;VAL;VALA
626096;11/09/2024 4:41;AUDB-93155;Online;1;NAO;AUD;AUDB
626097;11/09/2024 9:46;SALC-74981;Online;1;TOK;SAL;SALC
626098;11/09/2024 13:38;CAME-79427;Online;1;TOK;CAM;CAME
626099;11/09/2024 20:50;PMUD-72375;Online;1;TOK;PMU;PMUD
626100;12/09/2024 7:01;AUDD-14707;Tienda;1;TOK;AUD;AUDD
626101;12/09/2024 7:36;CAMD-21652;Online;1;TOK;CAM;CAMD
626102;12/09/2024 16:59;TVSF-52972;Online;2;TOK;TVS;TVSF
626103;13/09/2024 2:58;TVSE-39365;Tienda;1;OSA;TVS;TVSE
626104;13/09/2024 3:24;TVSK-29455;Online;1;OSA;TVS;TVSK
626105;13/09/2024 9:10;JUGB-13067;Online;1;SAI;JUG;JUGB
626106;13/09/2024 11:07;PCTF-39766;Online;2;KYO;PCT;PCTF
626107;13/09/2024 14:09;PCTB-39061;Online;1;TOK;PCT;PCTB
626108;13/09/2024 23:53;ELEB-64108;Tienda;1;TOK;ELE;ELEB
626109;14/09/2024 1:06;TVSG-43857;Online;2;TOK;TVS;TVSG
626110;14/09/2024 4:18;HINA-51521;Online;1;TOK;HIN;HINA
626111;14/09/2024 10:28;PMUB-64632;Online;1;YOK;PMU;PMUB
626112;14/09/2024 12:36;TVSH-64984;Online;3;TOK;TVS;TVSH
626113;14/09/2024 19:03;AUDF-86055;Online;1;OKA;AUD;AUDF
626114;14/09/2024 20:09;ELEA-52753;Tienda;1;KAW;ELE;ELEA
626115;15/09/2024 1:48;SALC-16651;Online;1;TOK;SAL;SALC
626116;15/09/2024 13:01;TVSC-31110;Online;3;TOK;TVS;TVSC
626117;15/09/2024 14:07;GFTB-31427;Online;1;TOK;GFT;GFTB
626118;15/09/2024 19:34;VALC-29478;Online;1;OSA;VAL;VALC
626119;15/09/2024 21:21;TREB-15387;Online;3;TOK;TRE;TREB
626120;16/09/2024 8:07;AUDF-40301;Online;1;TOK;AUD;AUDF
626121;16/09/2024 9:55;VJGA-75858;Online;1;OSA;VJG;VJGA
626122;16/09/2024 21:55;TCLA-36993;Online;1;TOK;TCL;TCLA
626123;17/09/2024 1:03;CAMC-26079;Online;1;YOK;CAM;CAMC
626124;17/09/2024 6:04;ELEH-14712;Tienda;1;OSA;ELE;ELEH
626125;17/09/2024 17:41;CAMF-49001;Online;1;CHI;CAM;CAMF
626126;17/09/2024 21:47;PCTA-27622;Online;1;TOK;PCT;PCTA
626127;18/09/2024 7:23;SVSB-99945;Online;2;KOB;SVS;SVSB
626128;18/09/2024 13:35;SALA-92498;Online;1;OSA;SAL;SALA
626129;18/09/2024 18:12;TVSC-95847;Online;3;TOK;TVS;TVSC
626130;19/09/2024 3:34;SVSC-92567;Online;3;TOK;SVS;SVSC
626131;19/09/2024 10:16;TVSJ-52725;Online;1;SAP;TVS;TVSJ
626132;19/09/2024 10:18;EAGA-14021;Online;2;SAP;EAG;EAGA
626133;19/09/2024 14:42;TVSF-79386;Tienda;1;TOK;TVS;TVSF
626134;20/09/2024 1:29;AUDA-72639;Online;1;TOK;AUD;AUDA
626135;20/09/2024 3:34;TVSG-12052;Online;1;TOK;TVS;TVSG
626136;20/09/2024 14:12;SVSB-53445;Online;1;NAO;SVS;SVSB
626137;20/09/2024 21:50;PCTF-40305;Tienda;1;NAO;PCT;PCTF
626138;21/09/2024 3:31;GFTA-57004;Online;1;TOK;GFT;GFTA
626139;21/09/2024 6:13;TREC-29209;Online;1;OSA;TRE;TREC
626140;21/09/2024 12:20;HINB-53398;Online;2;TOK;HIN;HINB
626141;21/09/2024 14:42;PCTB-85135;Online;1;TOK;PCT;PCTB
626142;21/09/2024 22:06;VALA-66912;Online;1;OSA;VAL;VALA
626143;21/09/2024 22:28;ELEA-52753;Online;1;NAO;ELE;ELEA
626144;22/09/2024 5:55;VALC-89709;Online;1;TOK;VAL;VALC
626145;22/09/2024 7:39;TVSF-68361;Online;1;TOK;TVS;TVSF
626146;22/09/2024 11:36;EAGB-87559;Tienda;2;KOB;EAG;EAGB
626147;22/09/2024 19:46;TREA-54559;Tienda;1;TOK;TRE;TREA
626148;23/09/2024 3:26;ELEA-16925;Online;2;SAI;ELE;ELEA
626149;23/09/2024 12:21;TREB-88970;Online;1;TOK;TRE;TREB
626150;23/09/2024 16:58;VALC-92225;Online;1;YOK;VAL;VALC
626151;23/09/2024 17:18;CAMG-36891;Online;1;SAP;CAM;CAMG
626152;24/09/2024 0:58;HIND-75394;Online;1;OSA;HIN;HIND
626153;24/09/2024 3:33;CAMG-10217;Online;1;YOK;CAM;CAMG
626154;24/09/2024 6:24;SALD-54535;Online;1;TOK;SAL;SALD
626155;24/09/2024 13:51;DEPC-49398;Online;1;CHI;DEP;DEPC
626156;25/09/2024 0:51;AUDD-72622;Online;1;OKA;AUD;AUDD
626157;25/09/2024 10:08;VALC-66861;Online;1;NAO;VAL;VALC
626158;25/09/2024 16:57;CAMC-93921;Online;1;TOK;CAM;CAMC
626159;25/09/2024 17:16;HOGC-91549;Tienda;1;TOK;HOG;HOGC
626160;26/09/2024 0:07;JUGA-19374;Online;1;TOK;JUG;JUGA
626161;26/09/2024 2:45;PMUA-46620;Online;1;YOK;PMU;PMUA
626162;26/09/2024 7:07;TVSF-89636;Online;3;TOK;TVS;TVSF
626163;26/09/2024 9:55;HINB-61066;Online;2;FUK;HIN;HINB
626164;26/09/2024 19:16;ELEH-98580;Online;1;TOK;ELE;ELEH
626165;27/09/2024 5:06;TVSB-75678;Online;1;FUK;TVS;TVSB
626166;27/09/2024 5:32;HOGA-66297;Online;1;OSA;HOG;HOGA
626167;27/09/2024 12:22;EAGA-99524;Online;2;YOK;EAG;EAGA
626168;27/09/2024 17:37;SALC-16651;Online;1;OSA;SAL;SALC
626169;28/09/2024 4:16;PCTC-51525;Tienda;1;OSA;PCT;PCTC
626170;28/09/2024 13:15;HOGB-92802;Tienda;1;NAO;HOG;HOGB
626171;28/09/2024 16:16;TREC-33239;Online;1;TOK;TRE;TREC
626172;28/09/2024 20:46;PCTG-83764;Online;1;NAO;PCT;PCTG
626173;28/09/2024 21:06;TVSC-31110;Online;1;SAP;TVS;TVSC
626174;29/09/2024 7:00;HINC-71647;Tienda;1;TOK;HIN;HINC
626175;29/09/2024 10:07;PCTA-87890;Online;2;TOK;PCT;PCTA
626176;29/09/2024 19:02;HINB-52731;Online;1;TOK;HIN;HINB
626177;30/09/2024 5:10;AUDD-93430;Online;3;TOK;AUD;AUDD
626178;30/09/2024 11:57;CAMB-76266;Online;3;FUK;CAM;CAMB
626179;30/09/2024 21:25;TVSF-66259;Online;1;OSA;TVS;TVSF
626180;01/10/2024 6:32;VALD-70662;Online;1;TOK;VAL;VALD
626181;01/10/2024 16:26;EAGC-89228;Online;1;TOK;EAG;EAGC
626182;02/10/2024 4:03;PCTA-58873;Online;1;TOK;PCT;PCTA
626183;02/10/2024 14:47;SALA-13420;Online;3;OSA;SAL;SALA
626184;03/10/2024 0:01;SALC-14541;Tienda;1;NAO;SAL;SALC
626185;03/10/2024 6:53;SVSB-99945;Online;1;YOK;SVS;SVSB
626186;03/10/2024 13:53;TVSC-32293;Online;1;TOK;TVS;TVSC
626187;03/10/2024 18:58;TCLB-22760;Online;2;SAI;TCL;TCLB
626188;03/10/2024 19:09;JUGC-55410;Online;1;SEN;JUG;JUGC
626189;03/10/2024 22:13;TVSG-30035;Online;1;TOK;TVS;TVSG
626190;04/10/2024 5:02;EAGB-64686;Online;1;FUK;EAG;EAGB
626191;04/10/2024 6:02;PMUB-81384;Online;1;NAO;PMU;PMUB
626192;04/10/2024 13:59;TVSH-94394;Online;1;TOK;TVS;TVSH
626193;04/10/2024 23:27;HINC-73541;Online;1;TOK;HIN;HINC
626194;05/10/2024 0:05;TVSE-31733;Online;1;KYO;TVS;TVSE
626195;05/10/2024 6:47;PMUC-44971;Online;1;TOK;PMU;PMUC
626196;05/10/2024 17:57;TVSK-97454;Online;1;OSA;TVS;TVSK
626197;05/10/2024 23:01;CAME-43041;Tienda;1;KAW;CAM;CAME
626198;06/10/2024 6:19;HOGB-92802;Online;1;TOK;HOG;HOGB
626199;06/10/2024 6:54;TVSF-52972;Online;1;YOK;TVS;TVSF
626200;06/10/2024 7:13;CAMB-72325;Tienda;1;OSA;CAM;CAMB
626201;06/10/2024 7:13;PMUF-90686;Tienda;1;TOK;PMU;PMUF
626202;06/10/2024 12:07;VALB-23835;Online;1;OSA;VAL;VALB
626203;06/10/2024 15:43;HINC-10939;Online;1;YOK;HIN;HINC
626204;07/10/2024 2:50;JUGC-29874;Online;3;NAO;JUG;JUGC
626205;07/10/2024 9:14;PMUB-20564;Online;1;KYO;PMU;PMUB
626206;07/10/2024 10:14;AUDA-69994;Online;1;OSA;AUD;AUDA
626207;07/10/2024 11:19;PCTF-64290;Online;3;KYO;PCT;PCTF
626208;07/10/2024 12:45;ELEC-75599;Online;3;OSA;ELE;ELEC
626209;07/10/2024 14:32;VALD-50052;Online;1;SAI;VAL;VALD
626210;07/10/2024 22:44;PMUB-64632;Online;1;YOK;PMU;PMUB
626211;08/10/2024 3:17;AUDC-77489;Online;1;TOK;AUD;AUDC
626212;08/10/2024 6:21;PMUF-91948;Online;2;HIR;PMU;PMUF
626213;08/10/2024 12:32;TCLA-18358;Tienda;1;OSA;TCL;TCLA
626214;08/10/2024 19:38;EAGC-76430;Tienda;2;OSA;EAG;EAGC
626215;08/10/2024 23:00;PMUC-76592;Online;1;TOK;PMU;PMUC
626216;09/10/2024 5:55;HIND-67560;Online;1;OKA;HIN;HIND
626217;09/10/2024 15:43;GFTA-84928;Online;3;NAO;GFT;GFTA
626218;09/10/2024 21:23;HINB-81416;Online;1;TOK;HIN;HINB
626219;10/10/2024 6:10;PCTE-43854;Online;1;HIR;PCT;PCTE
626220;10/10/2024 9:28;EAGA-33983;Online;2;TOK;EAG;EAGA
626221;10/10/2024 13:13;ELEH-84269;Online;1;KOB;ELE;ELEH
626222;10/10/2024 17:21;HINC-99639;Online;1;NAO;HIN;HINC
626223;11/10/2024 1:10;TREC-59280;Online;1;OSA;TRE;TREC
626224;11/10/2024 3:12;PMUD-39558;Online;3;YOK;PMU;PMUD
626225;11/10/2024 8:36;AUDG-75395;Online;1;OSA;AUD;AUDG
626226;11/10/2024 10:42;ELEG-27936;Online;1;TOK;ELE;ELEG
626227;11/10/2024 22:39;HINB-80143;Online;1;NAA;HIN;HINB
626228;12/10/2024 2:46;VALB-75862;Tienda;1;CHI;VAL;VALB
626229;12/10/2024 8:14;TVSA-69059;Online;1;OSA;TVS;TVSA
626230;12/10/2024 16:35;TVSB-25580;Tienda;1;TOK;TVS;TVSB
626231;12/10/2024 20:56;TVSB-60547;Online;1;OSA;TVS;TVSB
626232;13/10/2024 8:23;PCTF-64290;Online;2;TOK;PCT;PCTF
626233;13/10/2024 17:03;JUGB-60734;Tienda;1;TOK;JUG;JUGB
626234;13/10/2024 17:16;PCTF-64290;Online;1;TOK;PCT;PCTF
626235;13/10/2024 19:42;VALB-75592;Online;1;TOK;VAL;VALB
626236;14/10/2024 6:58;PCTF-75629;Online;3;YOK;PCT;PCTF
626237;14/10/2024 16:13;PMUC-72771;Online;3;TOK;PMU;PMUC
626238;14/10/2024 16:19;PMUC-95197;Online;1;YOK;PMU;PMUC
626239;15/10/2024 3:10;TREC-57141;Online;1;TOK;TRE;TREC
626240;15/10/2024 11:38;PMUA-32333;Online;1;TOK;PMU;PMUA
626241;15/10/2024 21:03;PMUE-20159;Online;1;KOB;PMU;PMUE
626242;16/10/2024 5:02;VJGA-88176;Online;1;TOK;VJG;VJGA
626243;16/10/2024 10:42;SALC-71987;Online;1;NAO;SAL;SALC
626244;16/10/2024 18:38;CAME-33056;Online;1;TOK;CAM;CAME
626245;17/10/2024 4:32;DEPB-60297;Online;2;OSA;DEP;DEPB
626246;17/10/2024 14:03;GFTB-92933;Online;1;OSA;GFT;GFTB
626247;18/10/2024 1:40;CAMB-91772;Online;2;TOK;CAM;CAMB
626248;18/10/2024 3:18;CAMF-10559;Online;3;TOK;CAM;CAMF
626249;18/10/2024 10:54;HIND-12319;Online;1;OSA;HIN;HIND
626250;18/10/2024 12:29;HOGB-62427;Online;1;TOK;HOG;HOGB
626251;18/10/2024 17:53;TVSD-34212;Online;1;TOK;TVS;TVSD
626252;18/10/2024 22:01;HOGC-38780;Tienda;2;HIR;HOG;HOGC
626253;19/10/2024 2:44;VALB-76040;Online;1;TOK;VAL;VALB
626254;19/10/2024 4:11;EAGA-87908;Online;1;TOK;EAG;EAGA
626255;19/10/2024 14:52;ELEB-46189;Tienda;1;NAO;ELE;ELEB
626256;19/10/2024 20:54;PMUB-53988;Online;1;KAW;PMU;PMUB
626257;20/10/2024 0:56;SALC-64898;Online;2;TOK;SAL;SALC
626258;20/10/2024 4:27;DEPB-60297;Tienda;1;YOK;DEP;DEPB
626259;20/10/2024 6:26;CAMG-32626;Online;2;OSA;CAM;CAMG
626260;20/10/2024 15:49;EAGB-52586;Tienda;3;OSA;EAG;EAGB
626261;21/10/2024 0:43;DEPB-60297;Online;1;FUK;DEP;DEPB
626262;21/10/2024 5:11;VALC-29478;Online;2;TOK;VAL;VALC
626263;21/10/2024 9:38;PMUF-91948;Online;1;TOK;PMU;PMUF
626264;21/10/2024 17:40;HINC-50077;Tienda;1;TOK;HIN;HINC
626265;22/10/2024 0:18;VALA-66912;Online;1;TOK;VAL;VALA
626266;22/10/2024 2:24;TVSA-69059;Online;1;YOK;TVS;TVSA
626267;22/10/2024 12:26;TVSF-79386;Online;1;TOK;TVS;TVSF
626268;22/10/2024 22:54;AUDF-41781;Online;2;TOK;AUD;AUDF
626269;22/10/2024 23:58;AUDD-14707;Online;1;TOK;AUD;AUDD
626270;23/10/2024 8:29;AUDC-81599;Online;2;KYO;AUD;AUDC
626271;23/10/2024 19:44;TVSC-95263;Online;3;TOK;TVS;TVSC
626272;24/10/2024 1:03;HINB-59918;Online;1;OSA;HIN;HINB
626273;24/10/2024 7:47;SALD-94853;Online;2;TOK;SAL;SALD
626274;24/10/2024 16:19;SALA-26965;Online;2;OSA;SAL;SALA
626275;24/10/2024 17:51;SVSB-30110;Online;2;NAO;SVS;SVSB
626276;24/10/2024 23:22;PMUD-72375;Online;1;OSA;PMU;PMUD
626277;25/10/2024 6:45;PMUE-62157;Online;1;OSA;PMU;PMUE
626278;25/10/2024 15:24;CAME-33056;Online;1;OSA;CAM;CAME
626279;25/10/2024 21:28;CAMC-34912;Tienda;1;OKA;CAM;CAMC
626280;26/10/2024 4:27;DEPC-83201;Online;1;KYO;DEP;DEPC
626281;26/10/2024 16:10;PMUB-92487;Online;1;OSA;PMU;PMUB
626282;27/10/2024 1:50;HOGA-39194;Online;1;TOK;HOG;HOGA
626283;27/10/2024 4:23;HINB-12013;Tienda;1;NAO;HIN;HINB
626284;27/10/2024 8:35;TVSB-66291;Tienda;1;HIR;TVS;TVSB
626285;27/10/2024 11:31;ELEH-59218;Tienda;1;OSA;ELE;ELEH
626286;27/10/2024 15:58;TCLB-22760;Online;1;TOK;TCL;TCLB
626287;27/10/2024 19:01;ELEB-45890;Online;1;TOK;ELE;ELEB
626288;28/10/2024 6:18;ELEE-71222;Online;1;FUK;ELE;ELEE
626289;28/10/2024 15:57;TVSH-10103;Online;1;TOK;TVS;TVSH
626290;28/10/2024 19:57;TVSA-19038;Online;1;OSA;TVS;TVSA
626291;29/10/2024 6:38;TVSK-52573;Online;1;YOK;TVS;TVSK
626292;29/10/2024 7:24;PCTG-79916;Online;1;NAO;PCT;PCTG
626293;29/10/2024 13:17;ELED-48374;Online;1;HIR;ELE;ELED
626294;29/10/2024 15:06;TREC-94463;Online;1;OSA;TRE;TREC
626295;29/10/2024 16:34;EAGC-95207;Tienda;2;HIR;EAG;EAGC
626296;30/10/2024 2:14;EAGA-77205;Online;1;KYO;EAG;EAGA
626297;30/10/2024 3:10;VALA-43378;Online;1;KYO;VAL;VALA
626298;30/10/2024 13:03;EAGC-95207;Online;1;SEN;EAG;EAGC
626299;30/10/2024 18:56;TVSC-31110;Online;1;OSA;TVS;TVSC
626300;30/10/2024 23:57;HOGB-68555;Online;1;SAP;HOG;HOGB
626301;31/10/2024 5:08;AUDG-95382;Online;1;YOK;AUD;AUDG
626302;31/10/2024 14:19;TCLC-70860;Online;2;TOK;TCL;TCLC
626303;31/10/2024 17:28;JUGB-13067;Tienda;2;NAO;JUG;JUGB
626304;01/11/2024 3:21;CAMD-91419;Online;1;TOK;CAM;CAMD
626305;01/11/2024 7:28;ELEA-95730;Tienda;1;OSA;ELE;ELEA
626306;01/11/2024 18:04;VALB-60728;Online;3;OSA;VAL;VALB
626307;02/11/2024 3:58;EAGA-72753;Online;1;OSA;EAG;EAGA
626308;02/11/2024 10:08;VALB-74131;Tienda;1;OSA;VAL;VALB
626309;02/11/2024 16:07;SVSB-70583;Online;1;TOK;SVS;SVSB
626310;02/11/2024 21:19;PCTE-51280;Tienda;1;OSA;PCT;PCTE
626311;03/11/2024 1:42;TREA-18786;Online;1;OSA;TRE;TREA
626312;03/11/2024 7:34;HIND-90525;Online;1;OSA;HIN;HIND
626313;03/11/2024 7:50;VJGC-22284;Online;1;TOK;VJG;VJGC
626314;03/11/2024 16:19;JUGA-11070;Online;1;TOK;JUG;JUGA
626315;04/11/2024 0:22;TVSG-27820;Tienda;1;OSA;TVS;TVSG
626316;04/11/2024 1:41;JUGA-75164;Online;1;TOK;JUG;JUGA
626317;04/11/2024 1:46;VJGC-22284;Online;2;TOK;VJG;VJGC
626318;04/11/2024 2:53;SALD-31997;Online;1;TOK;SAL;SALD
626319;04/11/2024 14:32;TREA-22580;Online;1;OSA;TRE;TREA
626320;04/11/2024 17:40;GFTB-83134;Online;1;SEN;GFT;GFTB
626321;04/11/2024 21:28;VALB-75592;Online;2;TOK;VAL;VALB
626322;05/11/2024 5:45;ELEG-27936;Online;3;YOK;ELE;ELEG
626323;05/11/2024 8:52;DEPC-83201;Online;1;TOK;DEP;DEPC
626324;05/11/2024 11:33;TCLB-73973;Tienda;1;OSA;TCL;TCLB
626325;05/11/2024 20:57;CAMG-19700;Online;1;OKA;CAM;CAMG
626326;06/11/2024 5:13;EAGB-87559;Online;1;TOK;EAG;EAGB
626327;06/11/2024 7:22;JUGA-79838;Online;3;NAO;JUG;JUGA
626328;06/11/2024 15:53;SVSA-57564;Online;1;TOK;SVS;SVSA
626329;07/11/2024 1:50;SALA-29719;Online;1;OKA;SAL;SALA
626330;07/11/2024 5:02;TVSC-89610;Online;1;YOK;TVS;TVSC
626331;07/11/2024 15:11;AUDF-40301;Online;1;CHI;AUD;AUDF
626332;07/11/2024 18:01;HOGC-31283;Online;1;OSA;HOG;HOGC
626333;08/11/2024 2:14;VJGA-75858;Online;1;TOK;VJG;VJGA
626334;08/11/2024 8:44;TVSE-38644;Online;1;TOK;TVS;TVSE
626335;08/11/2024 9:07;HINC-81170;Online;3;TOK;HIN;HINC
626336;08/11/2024 13:24;JUGB-42100;Tienda;1;OSA;JUG;JUGB
626337;08/11/2024 21:21;TREC-66159;Online;1;SAP;TRE;TREC
626338;09/11/2024 5:20;TVSE-31733;Tienda;1;TOK;TVS;TVSE
626339;09/11/2024 11:34;VALC-66861;Online;1;TOK;VAL;VALC
626340;09/11/2024 15:08;VALC-29478;Online;2;NAO;VAL;VALC
